Subject Name,Course Link,Discipline,SME Name,Institute
NOC:WildLife Conservation,https://nptel.ac.in/courses/102/104/102104068/,Biotechnology,Dr. Ankur Awadhiya,IIT Kanpur
Plant Biotechnology,https://nptel.ac.in/courses/102/103/102103016/,Biotechnology,Dr. Rakhi Chaturvedi,IIT Guwahati
Proteomics and Genomics,https://nptel.ac.in/courses/102/103/102103017/,Biotechnology,Dr. Vikash Kumar Dubey,IIT Guwahati
Proteomics: Principles and Techniques,https://nptel.ac.in/courses/102/101/102101007/,Biotechnology,Prof. Sanjeeva Srivastava,IIT Bombay
Systems Biology,https://nptel.ac.in/courses/102/106/102106035/,Biotechnology,Dr. M. Vijayalakshmi,IIT Madras
Thermodynamics,https://nptel.ac.in/courses/102/106/102106026/,Biotechnology,Prof. G.K. Suraishkumar,IIT Madras
Tissue Engineering,https://nptel.ac.in/courses/102/106/102106036/,Biotechnology,Dr. S. Swaminathan,IIT Madras
Advanced Chemical Reaction Engineering (PG),https://nptel.ac.in/courses/103/101/103101001/,Chemical Engineering,Prof. H.S. Shankar,IIT Bombay
Advanced Heat and Mass Transfer,https://nptel.ac.in/courses/103/105/103105052/,Chemical Engineering,Dr. Saikat Chakraborty,IIT Kharagpur
Advanced Mathematical Techniques in Chemical Engineering,https://nptel.ac.in/courses/103/105/103105106/,Chemical Engineering,Prof. S. De,IIT Kharagpur
Advanced Numerical Analysis,https://nptel.ac.in/courses/103/101/103101111/,Chemical Engineering,Prof. Sachin C. Patwardhan,IIT Bombay
Advanced Numerical Analysis ,https://nptel.ac.in/courses/103/101/103101009/,Chemical Engineering,Prof. Sachin C. Patwardhan,IIT Bombay
Advanced Process Control,https://nptel.ac.in/courses/103/101/103101003/,Chemical Engineering,Prof. Sachin C. Patwardhan,IIT Bombay
Advanced Transport Phenomena,https://nptel.ac.in/courses/103/106/103106068/,Chemical Engineering,Dr. R. Nagarajan,IIT Madras
Biochemical Engineering,https://nptel.ac.in/courses/103/105/103105054/,Chemical Engineering,Dr. Saikat ChakrabortyDr. Rintu Banerjee,IIT Kharagpur
Catalyst Science and Technology,https://nptel.ac.in/courses/103/103/103103026/,Chemical Engineering,Dr. Mahuya De,IIT Guwahati
Chemical Engineering Design - II,https://nptel.ac.in/courses/103/103/103103027/,Chemical Engineering,Prof. Vaibhav V. GoudDr. Animes Kr. Golder,IIT Guwahati
Chemical Engineering Principles of CVD Processes,https://nptel.ac.in/courses/103/106/103106115/,Chemical Engineering,Dr. R. Nagarajan,IIT Madras
Chemical Engineering Thermodynamics,https://nptel.ac.in/courses/103/101/103101004/,Chemical Engineering,Dr. Sandip Roy,IIT Bombay
Chemical Engineering Thermodynamics,https://nptel.ac.in/courses/103/106/103106070/,Chemical Engineering,Prof. M.S. Ananth,IIT Madras
Chemical Reaction Engineering,https://nptel.ac.in/courses/103/108/103108097/,Chemical Engineering,Prof. Jayant M Modak,IISc Bangalore
Chemical Reaction Engineering 1 (Homogeneous Reactors),https://nptel.ac.in/courses/103/106/103106116/,Chemical Engineering,Prof K. Krishnaiah,IIT Madras
Chemical Reaction Engineering 2 (Heterogeneous Reactors),https://nptel.ac.in/courses/103/106/103106117/,Chemical Engineering,Prof K. Krishnaiah,IIT Madras
Chemical Reaction Engineering II,https://nptel.ac.in/courses/103/101/103101008/,Chemical Engineering,Prof. A.K. SureshProf. Ganesh A. ViswanathanProf. Sanjay M. Mahajani,IIT Bombay
Chemical Technology - I,https://nptel.ac.in/courses/103/107/103107081/,Chemical Engineering,Dr. I.D.Mall,IIT Roorkee
Chemical Technology - I,https://nptel.ac.in/courses/103/107/103107082/,Chemical Engineering,Dr. I.D.Mall,IIT Roorkee
Chemical Technology - II,https://nptel.ac.in/courses/103/103/103103029/,Chemical Engineering,Dr. U. Ramagopal,IIT Guwahati
Chemical process industries,https://nptel.ac.in/courses/103/106/103106109/,Chemical Engineering,Dr. Nirmal K. Patel,IIT Madras
Computational Fluid Dynamics,https://nptel.ac.in/courses/103/106/103106073/,Chemical Engineering,Prof. Sreenivas Jayanti,IIT Madras
Computational Techniques,https://nptel.ac.in/courses/103/106/103106074/,Chemical Engineering,Dr. Niket S.Kaisare,IIT Madras
Environmental Engineering,https://nptel.ac.in/courses/103/107/103107084/,Chemical Engineering,Dr. V. C. Srivastava,IIT Roorkee
Fertilizer Engineering,https://nptel.ac.in/courses/103/107/103107086/,Chemical Engineering,Dr. Amit Dhiman,IIT Roorkee
Fluid Mechanics,https://nptel.ac.in/courses/103/104/103104044/,Chemical Engineering,Dr. V. Shankar,IIT Kanpur
Fluid Mechanics,https://nptel.ac.in/courses/103/104/103104043/,Chemical Engineering,Prof. Nishith Verma,IIT Kanpur
Food Engineering,https://nptel.ac.in/courses/103/107/103107088/,Chemical Engineering,Dr. Shishir Sinha,IIT Roorkee
Fuel Cell Technology,https://nptel.ac.in/courses/103/102/103102015/,Chemical Engineering,Prof. S. Basu Dr. Anil Verma,IIT Delhi
Fuel and Combustion Technology,https://nptel.ac.in/courses/103/105/103105110/,Chemical Engineering,Prof. Jayanta Kumar BasuProf. Sonali Sengupta,IIT Kharagpur
Fundamentals of Transport Processes,https://nptel.ac.in/courses/103/108/103108098/,Chemical Engineering,Prof. V. Kumaran,IISc Bangalore
Fundamentals of Transport Processes - II,https://nptel.ac.in/courses/103/108/103108099/,Chemical Engineering,Prof. V. Kumaran,IISc Bangalore
Heat Transfer,https://nptel.ac.in/courses/103/103/103103032/,Chemical Engineering,Dr. Anil Verma,IIT Guwahati
Heat Transfer,https://nptel.ac.in/courses/103/103/103103031/,Chemical Engineering,,IIT Guwahati
Heavy and Fine Chemicals (Chemical Process Technology),https://nptel.ac.in/courses/103/106/103106108/,Chemical Engineering,Dr. Nirmal K. Patel,IIT Madras
Heterogeneous Catalysis and Catalytic Processes,https://nptel.ac.in/courses/103/102/103102012/,Chemical Engineering,Dr. K.K. Pant ,IIT Delhi
Instability & Patterning of Thin Polymer Films,https://nptel.ac.in/courses/103/105/103105065/,Chemical Engineering,Dr. R. Mukherjee,IIT Kharagpur
Instability and Patterning of Thin Polymer Films,https://nptel.ac.in/courses/103/105/103105066/,Chemical Engineering,Dr. R. Mukherjee,IIT Kharagpur
Interfacial Engineering,https://nptel.ac.in/courses/103/102/103102016/,Chemical Engineering,Prof. A.N. Bhaskarwar,IIT Delhi
Interfacial Engineering,https://nptel.ac.in/courses/103/103/103103033/,Chemical Engineering,Dr. Pallab Ghosh,IIT Guwahati
Introduction to Colloid and Interface Science and Engineering,https://nptel.ac.in/courses/103/104/103104045/,Chemical Engineering,Prof. A. Sharma,IIT Kanpur
Introduction to Microelectronic Fabrication Processes,https://nptel.ac.in/courses/103/106/103106075/,Chemical Engineering,Dr. S. Ramanathan,IIT Madras
Mass Transfer II,https://nptel.ac.in/courses/103/104/103104046/,Chemical Engineering,Prof. Nishith Verma,IIT Kanpur
Mass Transfer Operations I,https://nptel.ac.in/courses/103/103/103103034/,Chemical Engineering,Dr. B. Mandal,IIT Guwahati
Mass Transfer Operations I,https://nptel.ac.in/courses/103/103/103103035/,Chemical Engineering,Dr. S.K. MajumderDr. Chandan Das,IIT Guwahati
Mechanical Operations,https://nptel.ac.in/courses/103/107/103107123/,Chemical Engineering,Prof. Shabina Khanam,IIT Roorkee
Mechanics of Soft Materials,https://nptel.ac.in/courses/103/104/103104047/,Chemical Engineering,Dr. A. Ghatak,IIT Kanpur
Microscale Transport Processes,https://nptel.ac.in/courses/103/105/103105057/,Chemical Engineering,Dr. Somnath GangulyProf. S. Dasgupta,IIT Kharagpur
Modern Instrumental Methods of Analysis,https://nptel.ac.in/courses/103/108/103108100/,Chemical Engineering,Dr. J.R. Mudakavi,IISc Bangalore
Molecular Simulations in Chemical Engineering,https://nptel.ac.in/courses/103/103/103103036/,Chemical Engineering,Dr. Tamal BanerjeeDr. Ashok Kumar Dasmahapatra,IIT Guwahati
Multiphase Flow,https://nptel.ac.in/courses/103/105/103105059/,Chemical Engineering,Prof. P.K. DasProf. Gargi Das,IIT Kharagpur
Multiphase Flow,https://nptel.ac.in/courses/103/105/103105058/,Chemical Engineering,Prof. P.K. DasProf. Gargi Das,IIT Kharagpur
Multiphase flows:Analytical solutions and Stability Analysis,https://nptel.ac.in/courses/103/106/103106113/,Chemical Engineering,Prof. S.Pushpavanam,IIT Madras
NOC:Adiabatic Two-Phase Flow and Flow Boiling in Microchannel,https://nptel.ac.in/courses/103/105/103105124/,Chemical Engineering,Prof. Gargi Das,IIT Kharagpur
NOC:Advanced Thermodynamics,https://nptel.ac.in/courses/103/103/103103162/,Chemical Engineering,Prof. Nanda Kishore,IIT Guwahati
NOC:An Introduction to Cardiovascular Fluid Mechanics,https://nptel.ac.in/courses/103/103/103103133/,Chemical Engineering,Dr. Raghvendra Gupta,IIT Guwahati
NOC:Applied Time-Series Analysis,https://nptel.ac.in/courses/103/106/103106123/,Chemical Engineering,Dr. Arun K.Tangirala,IIT Madras
NOC:Atomic and Molecular Absorption Spectrometry for Pollution Monitoring,https://nptel.ac.in/courses/103/108/103108124/,Chemical Engineering,Dr. J.R. Mudakavi,IISc Bangalore
NOC:Basic Principles and Calculations in Chemical Engineering,https://nptel.ac.in/courses/103/103/103103165/,Chemical Engineering,Prof. Subrata Kumar Majumdar,IIT Guwahati
NOC:Chemical Engineering Thermodynamics,https://nptel.ac.in/courses/103/103/103103144/,Chemical Engineering,Prof. Sasidhar Gumma,IIT Guwahati
NOC:Chemical Engineering Thermodynamics,https://nptel.ac.in/courses/103/104/103104151/,Chemical Engineering,Dr. Jayant K. Singh,IIT Kanpur
NOC:Chemical Process Control,https://nptel.ac.in/courses/103/101/103101142/,Chemical Engineering,Prof. Sujit Jogwar,IIT Bombay
NOC:Chemical Process Instrumentation,https://nptel.ac.in/courses/103/105/103105130/,Chemical Engineering,Prof. Debasis Sarkar,IIT Kharagpur
NOC:Chemical Process Intensification,https://nptel.ac.in/courses/103/103/103103152/,Chemical Engineering,Dr. S.K. Majumder,IIT Guwahati
NOC:Chemical Process Safety,https://nptel.ac.in/courses/103/107/103107156/,Chemical Engineering,Dr. Shishir Sinha,IIT Roorkee
NOC:Chemical Reaction Engineering II,https://nptel.ac.in/courses/103/101/103101141/,Chemical Engineering,Prof. Ganesh Vishwanathan,IIT Bombay
NOC:Chemical Reaction Engineering-I,https://nptel.ac.in/courses/103/103/103103153/,Chemical Engineering,Dr. B. Mandal,IIT Guwahati
NOC:Computational Fluid Dynamics ,https://nptel.ac.in/courses/103/106/103106119/,Chemical Engineering,Prof. Sreenivas Jayanti,IIT Madras
NOC:Computer Aided Applied Single Objective Optimization,https://nptel.ac.in/courses/103/103/103103164/,Chemical Engineering,Prof. Prakash Kotecha,IIT Guwahati
NOC:Continuum Mechanics and Transport Phenomena,https://nptel.ac.in/courses/103/106/103106159/,Chemical Engineering,Prof. T. Renganathan,IIT Madras
NOC:Electrochemical Technology in Pollution Control,https://nptel.ac.in/courses/103/108/103108162/,Chemical Engineering,Prof. J. R. Mudakavi,IISc Bangalore
NOC:Environmental Quality Monitoring & Analysis,https://nptel.ac.in/courses/103/106/103106162/,Chemical Engineering,Dr. R. Ravi Krishna,IIT Madras
NOC:Equipment Design: Mechanical Aspects,https://nptel.ac.in/courses/103/107/103107143/,Chemical Engineering,Prof. Shabina Khanam,IIT Roorkee
NOC:Flow through porous media,https://nptel.ac.in/courses/103/105/103105160/,Chemical Engineering,Dr. Somnath Ganguly,IIT Kharagpur
NOC:Fluid Flow Operations,https://nptel.ac.in/courses/103/103/103103147/,Chemical Engineering,Dr. S.K. Majumder,IIT Guwahati
NOC:Fluid and Particle Mechanics,https://nptel.ac.in/courses/103/106/103106158/,Chemical Engineering,Prof. BasavarajuProf. Sumesh,IIT Madras
NOC:Fluidization Engineering,https://nptel.ac.in/courses/103/103/103103132/,Chemical Engineering,Dr. S.K. Majumder,IIT Guwahati
NOC:Fundamentals of Particle and Fluid Solid Processing,https://nptel.ac.in/courses/103/105/103105161/,Chemical Engineering,Prof. Arnab Atta,IIT Kharagpur
NOC:Heat Transfer,https://nptel.ac.in/courses/103/105/103105140/,Chemical Engineering,Prof. Sunando Dasgupta,IIT Kharagpur
NOC:Heat transfer,https://nptel.ac.in/courses/103/101/103101137/,Chemical Engineering,Prof. Ganesh A. Viswanathan,IIT Bombay
NOC:Inductive Couple Plasma Atomic Emmission Spectrometry ( ICP-AES) for Pollution Monitering,https://nptel.ac.in/courses/103/108/103108138/,Chemical Engineering,Dr. J.R. Mudakavi,IISc Bangalore
NOC:Infrared spectroscopy for pollution monitoring,https://nptel.ac.in/courses/103/108/103108139/,Chemical Engineering,Dr. J.R. Mudakavi,IISc Bangalore
NOC:Introduction to Polymer Physics,https://nptel.ac.in/courses/103/103/103103139/,Chemical Engineering,Prof. Amit Kumar,IIT Guwahati
NOC:Introduction to Polymer Physics,https://nptel.ac.in/courses/103/107/103107139/,Chemical Engineering,Prof. Prateek Kumar Jha,IIT Roorkee
NOC:Introduction to Process Modeling in Membrane Separation Process,https://nptel.ac.in/courses/103/105/103105121/,Chemical Engineering,Prof. S. De,IIT Kharagpur
NOC:Introduction to Statistical Hypothesis Testing,https://nptel.ac.in/courses/103/106/103106120/,Chemical Engineering,Dr. Arun K.Tangirala,IIT Madras
NOC:Introduction to Time-Frequency Analysis and Wavelet Transforms,https://nptel.ac.in/courses/103/106/103106114/,Chemical Engineering,Dr. Arun K.Tangirala,IIT Madras
NOC:Introduction to evolutionary dynamics,https://nptel.ac.in/courses/103/101/103101127/,Chemical Engineering,Prof. Supreet Saini,IIT Bombay
NOC:MATLAB Programming for Numerical Computation(Course sponsored by Aricent),https://nptel.ac.in/courses/103/106/103106118/,Chemical Engineering,Dr. Niket S.Kaisare,IIT Madras
NOC:Mass Transfer Operations -I,https://nptel.ac.in/courses/103/103/103103145/,Chemical Engineering,Dr. B. Mandal,IIT Guwahati
NOC:Mass Transfer Operations II,https://nptel.ac.in/courses/103/103/103103154/,Chemical Engineering,Dr. Chandan Das,IIT Guwahati
"NOC:Mass, Momentum and Energy Balances in Engineering Analysis",https://nptel.ac.in/courses/105/105/105105186/,Chemical Engineering,Prof. Pavitra Sandilya,IIT Kharagpur
NOC:Measurement Technique in Multiphase Flows,https://nptel.ac.in/courses/103/103/103103135/,Chemical Engineering,Prof. Rajesh Kumar Upadhyay,IIT Guwahati
NOC:Mechanical Unit Operations,https://nptel.ac.in/courses/103/103/103103155/,Chemical Engineering,Prof. Nanda Kishore,IIT Guwahati
NOC:Membrane Technology,https://nptel.ac.in/courses/103/103/103103163/,Chemical Engineering,Prof. Kaustubha Mohanty,IIT Guwahati
NOC:Multiphase Flows,https://nptel.ac.in/courses/103/103/103103136/,Chemical Engineering,Prof. Rajesh Kumar Upadhyay,IIT Guwahati
NOC:Multiphase Microfluidics,https://nptel.ac.in/courses/103/103/103103134/,Chemical Engineering,Dr. Raghvendra Gupta,IIT Guwahati
NOC:Natural Gas Engineering,https://nptel.ac.in/courses/103/103/103103140/,Chemical Engineering,Prof.  Pankaj Tiwari,IIT Guwahati
NOC:Optimization in Chemical Engineering,https://nptel.ac.in/courses/103/105/103105139/,Chemical Engineering,Prof. Debasis Sarkar,IIT Kharagpur
NOC:Phase equilibrium thermodynamics,https://nptel.ac.in/courses/103/105/103105127/,Chemical Engineering,Prof. Gargi Das,IIT Kharagpur
"NOC:Process Control - Design, Analysis and Assessment",https://nptel.ac.in/courses/103/106/103106148/,Chemical Engineering,Prof. Ragunathan Rengasamy,IIT Madras
NOC:Rheology of Complex Materials,https://nptel.ac.in/courses/103/106/103106131/,Chemical Engineering,Dr. Abhijit P. Deshpande,IIT Madras
NOC:Soft Nano Technology,https://nptel.ac.in/courses/103/105/103105122/,Chemical Engineering,Dr. R. Mukherjee,IIT Kharagpur
NOC:Technologies For Clean And Renewable Energy Production,https://nptel.ac.in/courses/103/107/103107157/,Chemical Engineering,Prof. P. Mondal,IIT Roorkee
NOC:Thermodynamics Of Fluid Phase Equilibria,https://nptel.ac.in/courses/103/104/103104129/,Chemical Engineering,Dr. Jayant K. Singh,IIT Kanpur
NOC:Trace and ultra-trace analysis of metals using atomic absorption spectrometry,https://nptel.ac.in/courses/103/108/103108127/,Chemical Engineering,Dr. J.R. Mudakavi,IISc Bangalore
NOC:Transport Phenomena of Non-Newtonian Fluids,https://nptel.ac.in/courses/103/103/103103146/,Chemical Engineering,Prof. N. Kishore,IIT Guwahati
NOC:Transport Processes I: Heat and Mass Transfer,https://nptel.ac.in/courses/103/108/103108123/,Chemical Engineering,Prof. V. Kumaran,IISc Bangalore
NOC:Transport phenomena,https://nptel.ac.in/courses/103/105/103105128/,Chemical Engineering,Prof. Sunando Dasgupta,IIT Kharagpur
NOC:Unit operations of particulate matter,https://nptel.ac.in/courses/103/107/103107127/,Chemical Engineering,Prof. Shabina Khanam,IIT Roorkee
"NOC:Waste to Energy Conversion
",https://nptel.ac.in/courses/103/107/103107125/,Chemical Engineering,Prof. P. Mondal,IIT Roorkee
Novel Separation Processes,https://nptel.ac.in/courses/103/105/103105061/,Chemical Engineering,Prof. S. De,IIT Kharagpur
Novel Separation Processes,https://nptel.ac.in/courses/103/105/103105060/,Chemical Engineering,Prof. S. De,IIT Kharagpur
Nuclear Reactor Technology,https://nptel.ac.in/courses/103/106/103106101/,Chemical Engineering,Dr. K.S. Rajan,IIT Madras
Particle Characterization (PG),https://nptel.ac.in/courses/103/106/103106103/,Chemical Engineering,Dr. R. Nagarajan,IIT Madras
Petroleum Refinery Engineering,https://nptel.ac.in/courses/103/102/103102022/,Chemical Engineering,Dr. K.K. Pant Prof. Deepak Kunzru,IIT Delhi
Plantwide Control of Chemical Processes,https://nptel.ac.in/courses/103/104/103104049/,Chemical Engineering,Dr. Nitin Kaistha,IIT Kanpur
Plantwide Control of Chemical Processes,https://nptel.ac.in/courses/103/104/103104050/,Chemical Engineering,Dr. Nitin Kaistha,IIT Kanpur
Process Control and Instrumentation,https://nptel.ac.in/courses/103/103/103103037/,Chemical Engineering,Dr. P.K. Saha,IIT Guwahati
Process Control and Instrumentation,https://nptel.ac.in/courses/103/105/103105064/,Chemical Engineering,Dr. D. SarkarDr. A.K. Jana,IIT Kharagpur
Process Design Decisions and Project Economics,https://nptel.ac.in/courses/103/103/103103039/,Chemical Engineering,Dr. Vijay S. Moholkar,IIT Guwahati
Process Integration,https://nptel.ac.in/courses/103/107/103107093/,Chemical Engineering,Dr. B. Mohanty,IIT Roorkee
Process Integration,https://nptel.ac.in/courses/103/107/103107094/,Chemical Engineering,Dr. B. Mohanty,IIT Roorkee
Process Modelling and Simulation,https://nptel.ac.in/courses/103/107/103107096/,Chemical Engineering,Dr. V. K. Agrawal,IIT Roorkee
Safety Practices in Chemical and Nuclear Industries,https://nptel.ac.in/courses/103/106/103106071/,Chemical Engineering,Dr. Raghuram ChettyProf. T. Swaminathan,IIT Madras
Statistics for  Experimentalists,https://nptel.ac.in/courses/103/106/103106112/,Chemical Engineering,Dr. A. Kannan ,IIT Madras
System (Process) Identification,https://nptel.ac.in/courses/103/106/103106078/,Chemical Engineering,Dr. Arun K.Tangirala,IIT Madras
System Identification,https://nptel.ac.in/courses/103/106/103106149/,Chemical Engineering,Dr. Arun K.Tangirala,IIT Madras
Transport Phenomena (UG),https://nptel.ac.in/courses/103/102/103102024/,Chemical Engineering,Prof. S.K. Gupta,IIT Delhi
Advance Analytical Course,https://nptel.ac.in/courses/104/104/104104066/,Chemistry and Biochemistry,Dr. Padma S Vankar,IIT Kanpur
Basic Organic Chemistry,https://nptel.ac.in/courses/104/103/104103071/,Chemistry and Biochemistry,Prof. T. Punniyamurthy,IIT Guwahati
